50	4.96	75
100	4.39	127
150	4.18	181
200	4.17	249
250	4.16	312
300	4.31	356
350	4.43	425
400	4.63	485
450	4.78	553
500	4.71	605
550	4.77	649
600	4.79	689
650	4.81	720
700	4.81	764
750	4.93	804
800	5.00	831
850	4.95	873
900	4.97	893
950	4.95	928
1000	4.94	950
1050	4.98	977
1100	4.98	1008
1150	5.03	1041
1200	5.04	1082
1250	5.05	1115
1300	5.06	1158
1350	5.05	1208
1400	5.07	1222
1450	5.07	1249
1500	5.06	1279
1550	5.10	1305
1600	5.12	1318
1650	5.13	1346
1700	5.14	1372
1750	5.16	1387
1800	5.18	1401
1850	5.21	1418
1900	5.24	1433
1950	5.24	1449
2000	5.27	1462
2050	5.28	1468
2100	5.26	1484
2150	5.28	1519
2200	5.28	1547
2250	5.30	1559
2300	5.32	1573
2350	5.34	1597
2400	5.37	1608
2450	5.38	1627
2500	5.37	1654
2550	5.38	1685
2600	5.38	1695
2650	5.41	1710
2700	5.41	1720
2750	5.44	1742
2800	5.46	1754
2850	5.47	1758
2900	5.48	1763
2950	5.50	1772
3000	5.51	1776
3050	5.53	1779
3100	5.54	1785
3150	5.56	1791
3200	5.58	1796
3250	5.59	1800
3300	5.61	1803
3350	5.63	1808
3400	5.64	1809
3450	5.63	1825
3500	5.64	1827
3550	5.65	1830
3600	5.66	1841
3650	5.68	1848
3700	5.69	1857
3750	5.70	1862
3800	5.70	1867
3850	5.71	1870
3900	5.72	1876
3950	5.73	1877
4000	5.74	1885
4050	5.75	1888
4100	5.76	1896
4150	5.77	1900
4200	5.78	1905
4250	5.78	1923
4300	5.79	1924
4350	5.79	1929
4400	5.80	1931
4450	5.79	1947
4500	5.81	1957
4550	5.82	1969
4600	5.83	1980
4650	5.83	1996
4700	5.83	2003
4750	5.85	2008
4800	5.85	2013
4850	5.87	2015
4900	5.88	2019
4950	5.88	2030
5000	5.88	2036
5050	5.89	2049
5100	5.89	2055
5150	5.89	2058
5200	5.89	2065
5250	5.90	2082
5300	5.91	2085
5350	5.92	2086
5400	5.91	2115
5450	5.92	2123
5500	5.93	2128
5550	5.93	2139
5600	5.94	2148
5650	5.95	2159
5700	5.95	2180
5750	5.95	2194
5800	5.95	2203
5850	5.96	2211
5900	5.97	2219
5950	5.97	2229
6000	5.97	2239
6050	5.97	2280
6100	5.97	2316
6150	5.98	2332
6200	5.98	2350
6250	5.98	2363
6300	5.99	2381
6350	5.99	2383
6400	6.00	2399
6450	6.00	2403
6500	6.01	2414
6550	6.00	2432
6600	6.00	2445
6650	6.01	2448
6700	6.02	2462
6750	6.02	2469
6800	6.03	2475
6850	6.03	2479
6900	6.03	2483
6950	6.04	2489
7000	6.04	2505
7050	6.04	2520
7100	6.05	2524
7150	6.06	2527
7200	6.06	2535
7250	6.06	2545
7300	6.07	2555
7350	6.07	2556
7400	6.07	2562
7450	6.08	2571
7500	6.08	2581
7550	6.08	2585
7600	6.09	2593
7650	6.10	2606
7700	6.09	2624
7750	6.10	2637
7800	6.10	2658
7850	6.10	2665
7900	6.11	2677
7950	6.11	2687
8000	6.12	2721
8050	6.12	2736
8100	6.13	2757
8150	6.13	2761
8200	6.13	2764
8250	6.14	2771
8300	6.15	2775
8350	6.16	2788
8400	6.16	2789
8450	6.17	2799
8500	6.17	2805
8550	6.18	2813
8600	6.19	2820
8650	6.19	2838
8700	6.19	2850
8750	6.20	2873
8800	6.20	2882
8850	6.20	2905
8900	6.20	2914
8950	6.20	2922
9000	6.20	2936
9050	6.20	2944
9100	6.20	2958
9150	6.20	2984
9200	6.20	2996
9250	6.21	2999
9300	6.21	3000
9350	6.22	3008
9400	6.22	3010
9450	6.22	3017
9500	6.22	3020
9550	6.22	3038
9600	6.23	3042
9650	6.23	3047
9700	6.24	3052
9750	6.24	3063
9800	6.24	3064
9850	6.24	3074
9900	6.24	3079
9950	6.24	3083
10000	6.25	3089
10050	6.24	3108
10100	6.24	3119
10150	6.24	3127
10200	6.24	3134
10250	6.24	3142
10300	6.24	3147
10350	6.25	3161
10400	6.24	3165
10450	6.24	3170
10500	6.25	3172
10550	6.25	3180
10600	6.25	3193
10650	6.25	3201
10700	6.26	3214
10750	6.26	3221
10800	6.26	3232
10850	6.26	3238
10900	6.26	3250
10950	6.26	3270
11000	6.26	3274
11050	6.27	3286
11100	6.27	3291
11150	6.28	3291
11200	6.28	3298
11250	6.28	3308
11300	6.29	3318
11350	6.29	3319
11400	6.29	3324
11450	6.30	3329
11500	6.30	3330
11550	6.30	3337
11600	6.30	3349
11650	6.31	3354
11700	6.31	3355
11750	6.31	3356
11800	6.31	3363
11850	6.32	3369
11900	6.32	3378
11950	6.32	3395
12000	6.32	3413
12050	6.33	3422
12100	6.33	3426
12150	6.33	3434
12200	6.34	3443
12250	6.34	3459
12300	6.34	3471
12350	6.34	3481
12400	6.34	3490
12450	6.35	3500
12500	6.35	3505
12550	6.35	3506
12600	6.35	3509
12650	6.35	3513
12700	6.36	3514
12750	6.36	3518
12800	6.36	3521
12850	6.36	3524
12900	6.37	3527
12950	6.37	3529
13000	6.38	3530
13050	6.38	3533
13100	6.39	3536
13150	6.39	3538
13200	6.39	3539
13250	6.39	3539
13300	6.40	3543
13350	6.40	3545
13400	6.40	3547
13450	6.40	3556
13500	6.41	3557
13550	6.41	3560
13600	6.42	3562
13650	6.42	3563
13700	6.42	3563
13750	6.42	3573
13800	6.42	3577
13850	6.43	3582
13900	6.43	3589
13950	6.43	3592
14000	6.44	3593
14050	6.44	3593
14100	6.44	3596
14150	6.45	3599
14200	6.45	3603
14250	6.45	3606
14300	6.45	3609
14350	6.45	3616
14400	6.45	3620
14450	6.46	3631
14500	6.46	3633
14550	6.46	3635
14600	6.46	3641
14650	6.45	3654
14700	6.46	3660
14750	6.46	3664
14800	6.46	3674
14850	6.46	3696
14900	6.46	3699
14950	6.46	3704
15000	6.47	3712
15050	6.47	3714
15100	6.47	3715
15150	6.47	3726
15200	6.47	3744
15250	6.48	3748
15300	6.48	3757
15350	6.48	3759
15400	6.48	3772
15450	6.48	3778
15500	6.48	3782
15550	6.48	3786
15600	6.48	3792
15650	6.49	3794
15700	6.49	3796
15750	6.49	3803
15800	6.49	3813
15850	6.49	3818
15900	6.49	3823
15950	6.49	3827
16000	6.50	3830
16050	6.50	3856
16100	6.50	3857
16150	6.50	3860
16200	6.50	3863
16250	6.50	3865
16300	6.51	3868
